timestamp,startTime,endTime,stepcount,heartrate,sleep,meanSpeed,distance,exerciseType,liveData/0/speed,liveData/0/start_time,liveData/1/speed,liveData/1/start_time,liveData/2/speed,liveData/2/start_time,liveData/3/speed,liveData/3/start_time,liveData/4/speed,liveData/4/start_time,liveData/5/speed,liveData/5/start_time,liveData/6/speed,liveData/6/start_time,liveData/7/speed,liveData/7/start_time
1489665149610,,,46,,,,,,,,,,,,,,,,,,,,,
1489665190025,,,12,,,,,,,,,,,,,,,,,,,,,
1489665196407,,,56,,,,,,,,,,,,,,,,,,,,,
1489665196586,,,28,,,,,,,,,,,,,,,,,,,,,
1489665625771,,,8,,,,,,,,,,,,,,,,,,,,,
1489665761672,,,16,,,,,,,,,,,,,,,,,,,,,
1489665762210,,,,77,,,,,,,,,,,,,,,,,,,,
1489666526973,,,13,,,,,,,,,,,,,,,,,,,,,
1489666542107,,,40,,,,,,,,,,,,,,,,,,,,,
1489666581409,,,6,,,,,,,,,,,,,,,,,,,,,
1489666583897,,,61,,,,,,,,,,,,,,,,,,,,,
1489666655613,1489666655613,1489667658205,,,,1.6317955,1438.639,1001,1.5420648,1489666620000,1.5368687,1489666680000,1.6388888,1489666740000,1.6111112,1489666800000,1.3611112,1489666860000,1.4292258,1489666920000,1.6111112,1489666980000,1.5555556,1489667040000
1489666663631,,,57,,,,,,,,,,,,,,,,,,,,,
1489666704945,,,36,,,,,,,,,,,,,,,,,,,,,
1489666705064,,,42,,,,,,,,,,,,,,,,,,,,,
1489666738024,,,69,,,,,,,,,,,,,,,,,,,,,
1489666966705,,,124,,,,,,,,,,,,,,,,,,,,,
1489666966720,,,121,,,,,,,,,,,,,,,,,,,,,
1489666966733,,,113,,,,,,,,,,,,,,,,,,,,,
1489666966745,,,111,,,,,,,,,,,,,,,,,,,,,
1489666980643,,,124,,,,,,,,,,,,,,,,,,,,,
1489666980981,,,140,,,,,,,,,,,,,,,,,,,,,
1489666981097,,,121,,,,,,,,,,,,,,,,,,,,,
1489666981193,,,125,,,,,,,,,,,,,,,,,,,,,
1489666981292,,,126,,,,,,,,,,,,,,,,,,,,,
1489667258651,,,123,,,,,,,,,,,,,,,,,,,,,
1489667258668,,,99,,,,,,,,,,,,,,,,,,,,,
1489667258680,,,116,,,,,,,,,,,,,,,,,,,,,
1489667258693,,,120,,,,,,,,,,,,,,,,,,,,,
1489667258711,,,124,,,,,,,,,,,,,,,,,,,,,
1489667316393,,,103,,,,,,,,,,,,,,,,,,,,,
1489667316506,,,120,,,,,,,,,,,,,,,,,,,,,
1489667316625,,,128,,,,,,,,,,,,,,,,,,,,,
1489667316742,,,130,,,,,,,,,,,,,,,,,,,,,
1489667316857,,,92,,,,,,,,,,,,,,,,,,,,,
1489667340223,,,140,,,,,,,,,,,,,,,,,,,,,
1489667400370,,,139,,,,,,,,,,,,,,,,,,,,,
1489667473950,,,89,,,,,,,,,,,,,,,,,,,,,
1489667473969,,,138,,,,,,,,,,,,,,,,,,,,,
1489667473987,,,141,,,,,,,,,,,,,,,,,,,,,
1489667474002,,,120,,,,,,,,,,,,,,,,,,,,,
1489667479541,,,135,,,,,,,,,,,,,,,,,,,,,
1489667522842,,,119,,,,,,,,,,,,,,,,,,,,,
1489667560844,,,94,,,,,,,,,,,,,,,,,,,,,
1489667586730,,,74,,,,,,,,,,,,,,,,,,,,,
1489667588884,,,22,,,,,,,,,,,,,,,,,,,,,
1489667682750,,,27,,,,,,,,,,,,,,,,,,,,,
1489667750371,,,26,,,,,,,,,,,,,,,,,,,,,
1489667784765,,,52,,,,,,,,,,,,,,,,,,,,,
1489667784815,,,64,,,,,,,,,,,,,,,,,,,,,
1489667787572,,,15,,,,,,,,,,,,,,,,,,,,,
1489667845670,,,65,,,,,,,,,,,,,,,,,,,,,
1489667887970,,,16,,,,,,,,,,,,,,,,,,,,,
1489667923630,,,21,,,,,,,,,,,,,,,,,,,,,
1489667958671,,,37,,,,,,,,,,,,,,,,,,,,,
1489668098785,,,62,,,,,,,,,,,,,,,,,,,,,
1489668140671,,,73,,,,,,,,,,,,,,,,,,,,,
1489668202632,,,38,,,,,,,,,,,,,,,,,,,,,
1489668226685,,,52,,,,,,,,,,,,,,,,,,,,,
1489668226874,,,98,,,,,,,,,,,,,,,,,,,,,
1489668227107,,,43,,,,,,,,,,,,,,,,,,,,,
1489668292353,,,19,,,,,,,,,,,,,,,,,,,,,
1489668410619,,,6,,,,,,,,,,,,,,,,,,,,,
1489668410781,,,71,,,,,,,,,,,,,,,,,,,,,
1489668427808,,,27,,,,,,,,,,,,,,,,,,,,,
1489668466857,,,18,,,,,,,,,,,,,,,,,,,,,
1489668539632,,,20,,,,,,,,,,,,,,,,,,,,,
1489668548565,,,58,,,,,,,,,,,,,,,,,,,,,
1489668598365,,,15,,,,,,,,,,,,,,,,,,,,,
1489668598532,,,13,,,,,,,,,,,,,,,,,,,,,
1489668691789,,,50,,,,,,,,,,,,,,,,,,,,,
1489668713865,,,39,,,,,,,,,,,,,,,,,,,,,
1489668750717,,,30,,,,,,,,,,,,,,,,,,,,,
1489668778961,,,15,,,,,,,,,,,,,,,,,,,,,
1489668819694,,,22,,,,,,,,,,,,,,,,,,,,,
1489668926506,,,24,,,,,,,,,,,,,,,,,,,,,
1489668934566,,,24,,,,,,,,,,,,,,,,,,,,,
1489669058656,,,16,,,,,,,,,,,,,,,,,,,,,
1489669245631,,,16,,,,,,,,,,,,,,,,,,,,,
1489669559494,,,38,,,,,,,,,,,,,,,,,,,,,
1489669582097,,,48,,,,,,,,,,,,,,,,,,,,,
1489670574933,,,,86,,,,,,,,,,,,,,,,,,,,
1489670930591,,,36,,,,,,,,,,,,,,,,,,,,,
1489671131718,,,,88,,,,,,,,,,,,,,,,,,,,
1489671158598,,,40,,,,,,,,,,,,,,,,,,,,,
1489671211689,,,36,,,,,,,,,,,,,,,,,,,,,
1489671731819,,,,85,,,,,,,,,,,,,,,,,,,,
1489672133994,,,17,,,,,,,,,,,,,,,,,,,,,
1489672134006,,,21,,,,,,,,,,,,,,,,,,,,,
1489672499625,,,19,,,,,,,,,,,,,,,,,,,,,
1489672515670,,,38,,,,,,,,,,,,,,,,,,,,,
1489672983852,,,15,,,,,,,,,,,,,,,,,,,,,
1489673430294,,,19,,,,,,,,,,,,,,,,,,,,,
1489673491569,,,28,,,,,,,,,,,,,,,,,,,,,
1489673542973,,,84,,,,,,,,,,,,,,,,,,,,,
1489673633299,,,37,,,,,,,,,,,,,,,,,,,,,
1489673840912,,,46,,,,,,,,,,,,,,,,,,,,,
1489673947607,,,29,,,,,,,,,,,,,,,,,,,,,
1489674192709,,,17,,,,,,,,,,,,,,,,,,,,,
1489674192862,,,101,,,,,,,,,,,,,,,,,,,,,
1489674277057,,,90,,,,,,,,,,,,,,,,,,,,,
1489674314154,,,33,,,,,,,,,,,,,,,,,,,,,
1489674326401,,,51,,,,,,,,,,,,,,,,,,,,,
1489674474884,,,17,,,,,,,,,,,,,,,,,,,,,
1489674482775,,,35,,,,,,,,,,,,,,,,,,,,,
1489674482954,,,49,,,,,,,,,,,,,,,,,,,,,
1489674718482,,,17,,,,,,,,,,,,,,,,,,,,,
1489674721004,,,8,,,,,,,,,,,,,,,,,,,,,
1489674970858,,,16,,,,,,,,,,,,,,,,,,,,,
1489674970872,,,29,,,,,,,,,,,,,,,,,,,,,
1489674986834,,,10,,,,,,,,,,,,,,,,,,,,,
1489675381017,,,17,,,,,,,,,,,,,,,,,,,,,
1489675381038,,,62,,,,,,,,,,,,,,,,,,,,,
1489675381054,,,3,,,,,,,,,,,,,,,,,,,,,
1489675409914,,,44,,,,,,,,,,,,,,,,,,,,,
1489675410053,,,99,,,,,,,,,,,,,,,,,,,,,
1489675621841,,,16,,,,,,,,,,,,,,,,,,,,,
1489675632226,,,10,,,,,,,,,,,,,,,,,,,,,
1489675715064,,,8,,,,,,,,,,,,,,,,,,,,,
1489675777370,,,11,,,,,,,,,,,,,,,,,,,,,
1489675801507,,,15,,,,,,,,,,,,,,,,,,,,,
1489675886984,,,87,,,,,,,,,,,,,,,,,,,,,
1489675920722,,,32,,,,,,,,,,,,,,,,,,,,,
1489675996668,,,76,,,,,,,,,,,,,,,,,,,,,
1489676012684,,,21,,,,,,,,,,,,,,,,,,,,,
1489676012970,,,37,,,,,,,,,,,,,,,,,,,,,
1489676013141,,,37,,,,,,,,,,,,,,,,,,,,,
1489676013262,,,47,,,,,,,,,,,,,,,,,,,,,
1489676041960,,,111,,,,,,,,,,,,,,,,,,,,,
1489676076647,,,97,,,,,,,,,,,,,,,,,,,,,
1489676100552,,,63,,,,,,,,,,,,,,,,,,,,,
1489676117752,,,29,,,,,,,,,,,,,,,,,,,,,
1489676172665,,,23,,,,,,,,,,,,,,,,,,,,,
1489676194608,,,36,,,,,,,,,,,,,,,,,,,,,
1489676238010,,,21,,,,,,,,,,,,,,,,,,,,,
1489676283645,,,25,,,,,,,,,,,,,,,,,,,,,
1489676317953,,,39,,,,,,,,,,,,,,,,,,,,,
1489676353414,,,9,,,,,,,,,,,,,,,,,,,,,
1489676388860,,,15,,,,,,,,,,,,,,,,,,,,,
1489676541942,,,24,,,,,,,,,,,,,,,,,,,,,
1489676542101,,,7,,,,,,,,,,,,,,,,,,,,,
1489676577601,,,32,,,,,,,,,,,,,,,,,,,,,
1489676581836,,,25,,,,,,,,,,,,,,,,,,,,,
1489676597749,,,61,,,,,,,,,,,,,,,,,,,,,
1489676684956,,,109,,,,,,,,,,,,,,,,,,,,,
1489676732831,,,78,,,,,,,,,,,,,,,,,,,,,
1489676741432,,,103,,,,,,,,,,,,,,,,,,,,,
1489676741536,,,44,,,,,,,,,,,,,,,,,,,,,
1489676813747,,,60,,,,,,,,,,,,,,,,,,,,,
1489676822654,,,71,,,,,,,,,,,,,,,,,,,,,
1489677040607,,,,77,,,,,,,,,,,,,,,,,,,,
1489678210288,,,7,,,,,,,,,,,,,,,,,,,,,
1489678460286,,,6,,,,,,,,,,,,,,,,,,,,,
1489678495892,,,17,,,,,,,,,,,,,,,,,,,,,
1489678890072,,,50,,,,,,,,,,,,,,,,,,,,,
1489678943624,,,51,,,,,,,,,,,,,,,,,,,,,
1489678943649,,,77,,,,,,,,,,,,,,,,,,,,,
1489678990938,,,48,,,,,,,,,,,,,,,,,,,,,
1489678991135,,,11,,,,,,,,,,,,,,,,,,,,,
1489679077662,,,27,,,,,,,,,,,,,,,,,,,,,
1489679154650,,,24,,,,,,,,,,,,,,,,,,,,,
1489679433619,,,65,,,,,,,,,,,,,,,,,,,,,
1489679459117,,,30,,,,,,,,,,,,,,,,,,,,,
1489679700192,,,54,,,,,,,,,,,,,,,,,,,,,
1489679700342,,,116,,,,,,,,,,,,,,,,,,,,,
1489679700444,,,49,,,,,,,,,,,,,,,,,,,,,
1489679722613,,,116,,,,,,,,,,,,,,,,,,,,,
1489679773550,,,14,,,,,,,,,,,,,,,,,,,,,
1489679777798,,,26,,,,,,,,,,,,,,,,,,,,,
1489679958913,,,43,,,,,,,,,,,,,,,,,,,,,
1489679959069,,,24,,,,,,,,,,,,,,,,,,,,,
1489679977020,,,65,,,,,,,,,,,,,,,,,,,,,
1489679977087,,,29,,,,,,,,,,,,,,,,,,,,,
1489680043185,,,41,,,,,,,,,,,,,,,,,,,,,
1489680107228,,,17,,,,,,,,,,,,,,,,,,,,,
1489680108187,,,22,,,,,,,,,,,,,,,,,,,,,
1489680181936,,,24,,,,,,,,,,,,,,,,,,,,,
1489680181992,,,103,,,,,,,,,,,,,,,,,,,,,
1489680183049,,,113,,,,,,,,,,,,,,,,,,,,,
1489680183198,,,110,,,,,,,,,,,,,,,,,,,,,
1489680240449,,,91,,,,,,,,,,,,,,,,,,,,,
1489680318490,,,92,,,,,,,,,,,,,,,,,,,,,
1489680318504,,,89,,,,,,,,,,,,,,,,,,,,,
1489680318528,,,3,,,,,,,,,,,,,,,,,,,,,
1489680715117,,,,84,,,,,,,,,,,,,,,,,,,,
1489680898767,,,19,,,,,,,,,,,,,,,,,,,,,
1489680950723,,,6,,,,,,,,,,,,,,,,,,,,,
1489680974782,,,2,,,,,,,,,,,,,,,,,,,,,
1489680974808,,,109,,,,,,,,,,,,,,,,,,,,,
1489680980904,,,104,,,,,,,,,,,,,,,,,,,,,
1489681028803,,,111,,,,,,,,,,,,,,,,,,,,,
1489681086662,,,99,,,,,,,,,,,,,,,,,,,,,
1489681163455,,,112,,,,,,,,,,,,,,,,,,,,,
1489681163594,,,114,,,,,,,,,,,,,,,,,,,,,
1489681163688,,,62,,,,,,,,,,,,,,,,,,,,,
1489681256291,,,20,,,,,,,,,,,,,,,,,,,,,
1489681306928,,,46,,,,,,,,,,,,,,,,,,,,,
1489681306938,,,15,,,,,,,,,,,,,,,,,,,,,
1489681306948,,,57,,,,,,,,,,,,,,,,,,,,,
1489681333579,,,57,,,,,,,,,,,,,,,,,,,,,
1489681333749,,,51,,,,,,,,,,,,,,,,,,,,,
1489681406491,,,20,,,,,,,,,,,,,,,,,,,,,
1489681406507,,,119,,,,,,,,,,,,,,,,,,,,,
1489681469979,,,69,,,,,,,,,,,,,,,,,,,,,
1489681528535,,,115,,,,,,,,,,,,,,,,,,,,,
1489681528638,,,92,,,,,,,,,,,,,,,,,,,,,
1489681528757,,,49,,,,,,,,,,,,,,,,,,,,,
1489681739823,,,31,,,,,,,,,,,,,,,,,,,,,
1489681739862,,,95,,,,,,,,,,,,,,,,,,,,,
1489681833605,,,101,,,,,,,,,,,,,,,,,,,,,
1489681833623,,,112,,,,,,,,,,,,,,,,,,,,,
1489682056947,,,106,,,,,,,,,,,,,,,,,,,,,
1489682056989,,,82,,,,,,,,,,,,,,,,,,,,,
1489682057025,,,44,,,,,,,,,,,,,,,,,,,,,
1489682071674,,,16,,,,,,,,,,,,,,,,,,,,,
1489682071825,,,99,,,,,,,,,,,,,,,,,,,,,
1489682071944,,,109,,,,,,,,,,,,,,,,,,,,,
1489682072081,,,112,,,,,,,,,,,,,,,,,,,,,
1489682072276,,,111,,,,,,,,,,,,,,,,,,,,,
1489682072391,,,79,,,,,,,,,,,,,,,,,,,,,
1489682072486,,,75,,,,,,,,,,,,,,,,,,,,,
1489682072599,,,6,,,,,,,,,,,,,,,,,,,,,
1489682096693,,,46,,,,,,,,,,,,,,,,,,,,,
1489683300444,,,28,,,,,,,,,,,,,,,,,,,,,
1489683789635,,,17,,,,,,,,,,,,,,,,,,,,,
1489684500479,,,17,,,,,,,,,,,,,,,,,,,,,
1489685478702,,,21,,,,,,,,,,,,,,,,,,,,,
1489686587621,,,69,,,,,,,,,,,,,,,,,,,,,
1489686820838,,,112,,,,,,,,,,,,,,,,,,,,,
1489686820849,,,108,,,,,,,,,,,,,,,,,,,,,
1489686820860,,,102,,,,,,,,,,,,,,,,,,,,,
1489686820873,,,98,,,,,,,,,,,,,,,,,,,,,
1489686843663,,,96,,,,,,,,,,,,,,,,,,,,,
1489686900155,,,39,,,,,,,,,,,,,,,,,,,,,
1489686900349,,,112,,,,,,,,,,,,,,,,,,,,,
1489686900443,,,107,,,,,,,,,,,,,,,,,,,,,
1489686900586,,,108,,,,,,,,,,,,,,,,,,,,,
1489686900723,,,111,,,,,,,,,,,,,,,,,,,,,
1489686900858,,,100,,,,,,,,,,,,,,,,,,,,,
1489686900949,,,94,,,,,,,,,,,,,,,,,,,,,
1489686921256,,,93,,,,,,,,,,,,,,,,,,,,,
1489687017580,,,11,,,,,,,,,,,,,,,,,,,,,
1489687078812,,,23,,,,,,,,,,,,,,,,,,,,,
1489687080457,,,55,,,,,,,,,,,,,,,,,,,,,
1489687160887,,,26,,,,,,,,,,,,,,,,,,,,,
1489687161101,,,67,,,,,,,,,,,,,,,,,,,,,
1489687161220,,,49,,,,,,,,,,,,,,,,,,,,,
1489687177668,,,58,,,,,,,,,,,,,,,,,,,,,
1489687283670,,,37,,,,,,,,,,,,,,,,,,,,,
1489687283703,,,104,,,,,,,,,,,,,,,,,,,,,
1489687347664,,,16,,,,,,,,,,,,,,,,,,,,,
1489687371857,,,84,,,,,,,,,,,,,,,,,,,,,
1489687372024,,,97,,,,,,,,,,,,,,,,,,,,,
1489687372172,,,32,,,,,,,,,,,,,,,,,,,,,
1489687399728,,,53,,,,,,,,,,,,,,,,,,,,,
1489687449190,,,26,,,,,,,,,,,,,,,,,,,,,
1489687449326,,,10,,,,,,,,,,,,,,,,,,,,,
1489687582919,,,13,,,,,,,,,,,,,,,,,,,,,
1489687679642,,,7,,,,,,,,,,,,,,,,,,,,,
1489687794425,,,62,,,,,,,,,,,,,,,,,,,,,
1489687794527,,,103,,,,,,,,,,,,,,,,,,,,,
1489687794611,,,94,,,,,,,,,,,,,,,,,,,,,
1489687925060,,,42,,,,,,,,,,,,,,,,,,,,,
1489687950291,,,24,,,,,,,,,,,,,,,,,,,,,
1489688005873,,,36,,,,,,,,,,,,,,,,,,,,,
1489688075639,,,63,,,,,,,,,,,,,,,,,,,,,
1489688119784,,,92,,,,,,,,,,,,,,,,,,,,,
1489688120829,,,74,,,,,,,,,,,,,,,,,,,,,
1489688192958,,,57,,,,,,,,,,,,,,,,,,,,,
1489688310611,,,13,,,,,,,,,,,,,,,,,,,,,
1489688381847,,,30,,,,,,,,,,,,,,,,,,,,,
1489688439960,,,30,,,,,,,,,,,,,,,,,,,,,
1489688440121,,,36,,,,,,,,,,,,,,,,,,,,,
1489688532707,,,26,,,,,,,,,,,,,,,,,,,,,
1489688532724,,,37,,,,,,,,,,,,,,,,,,,,,
1489688607871,,,65,,,,,,,,,,,,,,,,,,,,,
1489688608036,,,82,,,,,,,,,,,,,,,,,,,,,
1489688608221,,,46,,,,,,,,,,,,,,,,,,,,,
1489688666014,,,57,,,,,,,,,,,,,,,,,,,,,
1489688744720,,,50,,,,,,,,,,,,,,,,,,,,,
1489688761009,,,91,,,,,,,,,,,,,,,,,,,,,
1489688825707,,,47,,,,,,,,,,,,,,,,,,,,,
1489688825905,,,69,,,,,,,,,,,,,,,,,,,,,
1489688826086,,,83,,,,,,,,,,,,,,,,,,,,,
1489688826194,,,52,,,,,,,,,,,,,,,,,,,,,
1489688920072,,,69,,,,,,,,,,,,,,,,,,,,,
1489688920118,,,13,,,,,,,,,,,,,,,,,,,,,
1489688928146,,,17,,,,,,,,,,,,,,,,,,,,,
1489689120665,,,50,,,,,,,,,,,,,,,,,,,,,
1489689120976,,,59,,,,,,,,,,,,,,,,,,,,,
1489689170116,,,95,,,,,,,,,,,,,,,,,,,,,
1489689170276,,,72,,,,,,,,,,,,,,,,,,,,,
1489689242192,,,17,,,,,,,,,,,,,,,,,,,,,
1489689297621,,,26,,,,,,,,,,,,,,,,,,,,,
1489689523797,,,18,,,,,,,,,,,,,,,,,,,,,
1489689523968,,,44,,,,,,,,,,,,,,,,,,,,,
1489689623815,,,8,,,,,,,,,,,,,,,,,,,,,
1489689623967,,,16,,,,,,,,,,,,,,,,,,,,,
1489689711369,,,15,,,,,,,,,,,,,,,,,,,,,
1489689711384,,,34,,,,,,,,,,,,,,,,,,,,,
1489689711400,,,23,,,,,,,,,,,,,,,,,,,,,
1489689711414,,,64,,,,,,,,,,,,,,,,,,,,,
1489689717111,,,8,,,,,,,,,,,,,,,,,,,,,
1489689837880,,,23,,,,,,,,,,,,,,,,,,,,,
1489689837892,,,45,,,,,,,,,,,,,,,,,,,,,
1489689840999,,,39,,,,,,,,,,,,,,,,,,,,,
1489689968822,,,84,,,,,,,,,,,,,,,,,,,,,
1489690016678,,,30,,,,,,,,,,,,,,,,,,,,,
1489690016853,,,16,,,,,,,,,,,,,,,,,,,,,
1489690016989,,,87,,,,,,,,,,,,,,,,,,,,,
1489690017090,,,73,,,,,,,,,,,,,,,,,,,,,
1489690208619,,,41,,,,,,,,,,,,,,,,,,,,,
1489690208649,,,13,,,,,,,,,,,,,,,,,,,,,
1489690276478,,,7,,,,,,,,,,,,,,,,,,,,,
1489690276657,,,78,,,,,,,,,,,,,,,,,,,,,
1489690276809,,,58,,,,,,,,,,,,,,,,,,,,,
1489690459702,,,15,,,,,,,,,,,,,,,,,,,,,
1489690530679,,,13,,,,,,,,,,,,,,,,,,,,,
1489690564942,,,18,,,,,,,,,,,,,,,,,,,,,
1489690958037,,,16,,,,,,,,,,,,,,,,,,,,,
1489691260911,,,18,,,,,,,,,,,,,,,,,,,,,
1489691260925,,,20,,,,,,,,,,,,,,,,,,,,,
1489691260937,,,20,,,,,,,,,,,,,,,,,,,,,
1489691512704,,,20,,,,,,,,,,,,,,,,,,,,,
1489691512725,,,23,,,,,,,,,,,,,,,,,,,,,
1489691522791,,,10,,,,,,,,,,,,,,,,,,,,,
1489691542452,,,19,,,,,,,,,,,,,,,,,,,,,
1489691542600,,,16,,,,,,,,,,,,,,,,,,,,,
1489692252867,,,29,,,,,,,,,,,,,,,,,,,,,
1489692252880,,,57,,,,,,,,,,,,,,,,,,,,,
1489692280132,,,24,,,,,,,,,,,,,,,,,,,,,
1489692280355,,,17,,,,,,,,,,,,,,,,,,,,,
1489692721748,,,18,,,,,,,,,,,,,,,,,,,,,
1489692900123,,,26,,,,,,,,,,,,,,,,,,,,,
1489692900438,,,4,,,,,,,,,,,,,,,,,,,,,
1489692900464,,,27,,,,,,,,,,,,,,,,,,,,,
1489693446879,,,57,,,,,,,,,,,,,,,,,,,,,
1489693471533,,,54,,,,,,,,,,,,,,,,,,,,,
1489693471716,,,26,,,,,,,,,,,,,,,,,,,,,
1489693504308,,,57,,,,,,,,,,,,,,,,,,,,,
1489693578145,,,63,,,,,,,,,,,,,,,,,,,,,
1489693578315,,,38,,,,,,,,,,,,,,,,,,,,,
1489693615704,,,42,,,,,,,,,,,,,,,,,,,,,
1489693621698,,,31,,,,,,,,,,,,,,,,,,,,,
1489693643195,,,43,,,,,,,,,,,,,,,,,,,,,
1489693696998,,,76,,,,,,,,,,,,,,,,,,,,,
1489693740640,,,47,,,,,,,,,,,,,,,,,,,,,
1489693840950,,,102,,,,,,,,,,,,,,,,,,,,,
1489693841095,,,50,,,,,,,,,,,,,,,,,,,,,
1489693841285,,,52,,,,,,,,,,,,,,,,,,,,,
1489693917847,,,39,,,,,,,,,,,,,,,,,,,,,
1489693948534,,,12,,,,,,,,,,,,,,,,,,,,,
1489693952849,,,19,,,,,,,,,,,,,,,,,,,,,
1489694063348,,,22,,,,,,,,,,,,,,,,,,,,,
1489694099479,,,42,,,,,,,,,,,,,,,,,,,,,
1489694328614,,,12,,,,,,,,,,,,,,,,,,,,,
1489694730940,,,11,,,,,,,,,,,,,,,,,,,,,
1489694731085,,,31,,,,,,,,,,,,,,,,,,,,,
1489694893850,,,15,,,,,,,,,,,,,,,,,,,,,
1489694992790,,,16,,,,,,,,,,,,,,,,,,,,,
1489695000143,,,16,,,,,,,,,,,,,,,,,,,,,
1489695122579,,,25,,,,,,,,,,,,,,,,,,,,,
1489695300267,,,88,,,,,,,,,,,,,,,,,,,,,
1489695300454,,,119,,,,,,,,,,,,,,,,,,,,,
1489695300470,,,39,,,,,,,,,,,,,,,,,,,,,
1489695300508,,,56,,,,,,,,,,,,,,,,,,,,,
1489695300523,,,23,,,,,,,,,,,,,,,,,,,,,
1489695300534,,,81,,,,,,,,,,,,,,,,,,,,,
1489695300547,,,94,,,,,,,,,,,,,,,,,,,,,
1489695300708,,,117,,,,,,,,,,,,,,,,,,,,,
1489695324737,,,105,,,,,,,,,,,,,,,,,,,,,
1489695405087,,,126,,,,,,,,,,,,,,,,,,,,,
1489695591763,,,101,,,,,,,,,,,,,,,,,,,,,
1489695591777,,,103,,,,,,,,,,,,,,,,,,,,,
1489695591793,,,69,,,,,,,,,,,,,,,,,,,,,
1489695591808,,,93,,,,,,,,,,,,,,,,,,,,,
1489695657431,,,117,,,,,,,,,,,,,,,,,,,,,
1489695657588,,,86,,,,,,,,,,,,,,,,,,,,,
1489695657721,,,123,,,,,,,,,,,,,,,,,,,,,
1489695657874,,,51,,,,,,,,,,,,,,,,,,,,,
1489695743515,,,12,,,,,,,,,,,,,,,,,,,,,
1489695814763,,,56,,,,,,,,,,,,,,,,,,,,,
1489695985309,,,12,,,,,,,,,,,,,,,,,,,,,
1489695985469,,,29,,,,,,,,,,,,,,,,,,,,,
1489696017772,,,29,,,,,,,,,,,,,,,,,,,,,
1489696017796,,,16,,,,,,,,,,,,,,,,,,,,,
1489696145682,,,15,,,,,,,,,,,,,,,,,,,,,
1489696281752,,,19,,,,,,,,,,,,,,,,,,,,,
1489696408300,,,11,,,,,,,,,,,,,,,,,,,,,
1489696455898,,,23,,,,,,,,,,,,,,,,,,,,,
1489696455922,,,23,,,,,,,,,,,,,,,,,,,,,
1489696500475,,,16,,,,,,,,,,,,,,,,,,,,,
1489696610646,,,28,,,,,,,,,,,,,,,,,,,,,
1489696610683,,,53,,,,,,,,,,,,,,,,,,,,,
1489696633925,,,22,,,,,,,,,,,,,,,,,,,,,
1489696885851,,,9,,,,,,,,,,,,,,,,,,,,,
1489696947010,,,16,,,,,,,,,,,,,,,,,,,,,
1489696947183,,,37,,,,,,,,,,,,,,,,,,,,,
1489696964899,,,17,,,,,,,,,,,,,,,,,,,,,
1489697004622,,,7,,,,,,,,,,,,,,,,,,,,,
1489697143701,,,25,,,,,,,,,,,,,,,,,,,,,
1489697143714,,,33,,,,,,,,,,,,,,,,,,,,,
1489697143725,,,41,,,,,,,,,,,,,,,,,,,,,
1489697248410,,,40,,,,,,,,,,,,,,,,,,,,,
1489697248550,,,57,,,,,,,,,,,,,,,,,,,,,
1489697248637,,,23,,,,,,,,,,,,,,,,,,,,,
1489697388287,,,7,,,,,,,,,,,,,,,,,,,,,
1489697388431,,,23,,,,,,,,,,,,,,,,,,,,,
1489697388623,,,21,,,,,,,,,,,,,,,,,,,,,
1489697405656,,,24,,,,,,,,,,,,,,,,,,,,,
1489697461019,,,10,,,,,,,,,,,,,,,,,,,,,
1489697657238,,,34,,,,,,,,,,,,,,,,,,,,,
1489697700437,,,16,,,,,,,,,,,,,,,,,,,,,
1489697735167,,,30,,,,,,,,,,,,,,,,,,,,,
1489697776757,,,31,,,,,,,,,,,,,,,,,,,,,
1489697807840,,,44,,,,,,,,,,,,,,,,,,,,,
1489697942929,,,19,,,,,,,,,,,,,,,,,,,,,
1489697943071,,,34,,,,,,,,,,,,,,,,,,,,,
1489698081264,,,23,,,,,,,,,,,,,,,,,,,,,
1489698081426,,,7,,,,,,,,,,,,,,,,,,,,,
1489698140322,,,18,,,,,,,,,,,,,,,,,,,,,
1489698156608,,,18,,,,,,,,,,,,,,,,,,,,,
1489698279084,,,16,,,,,,,,,,,,,,,,,,,,,
1489698389633,,,33,,,,,,,,,,,,,,,,,,,,,
1489698481084,,,37,,,,,,,,,,,,,,,,,,,,,
1489698547636,,,21,,,,,,,,,,,,,,,,,,,,,
1489698547649,,,23,,,,,,,,,,,,,,,,,,,,,
1489698547663,,,53,,,,,,,,,,,,,,,,,,,,,
1489698614003,,,58,,,,,,,,,,,,,,,,,,,,,
1489698614161,,,2,,,,,,,,,,,,,,,,,,,,,
1489698785910,,,25,,,,,,,,,,,,,,,,,,,,,
1489698907869,,,21,,,,,,,,,,,,,,,,,,,,,
1489698972975,,,35,,,,,,,,,,,,,,,,,,,,,
1489699023336,,,10,,,,,,,,,,,,,,,,,,,,,
1489699160892,,,27,,,,,,,,,,,,,,,,,,,,,
1489699161035,,,7,,,,,,,,,,,,,,,,,,,,,
1489699227121,,,22,,,,,,,,,,,,,,,,,,,,,
1489699246880,,,16,,,,,,,,,,,,,,,,,,,,,
1489699396752,,,20,,,,,,,,,,,,,,,,,,,,,
1489699404578,,,20,,,,,,,,,,,,,,,,,,,,,
1489699404733,,,49,,,,,,,,,,,,,,,,,,,,,
1489699547109,,,14,,,,,,,,,,,,,,,,,,,,,
