heartrate,timestamp
69,1489828500767
69,1489829055992
61,1489829700493
58,1489830900501
62,1489830900561
63,1489832100563
71,1489832100593
61,1489832933912
59,1489833058576
58,1489834500540
66,1489834500567
61,1489835700543
62,1489835700574
62,1489836900661
52,1489836900692
65,1489838100585
52,1489838100614
63,1489839300539
70,1489840500529
76,1489841107565
73,1489859441593
69,1489863650851
76,1489864387845
77,1489864902104
89,1489866646045
86,1489867404225
80,1489869290642
76,1489870269337
83,1489871470619
81,1489872222605
80,1489877613654
84,1489878563915
95,1489882368591
82,1489883033818
77,1489888387756
67,1489890901585
67,1489891774588
61,1489892101536
70,1489893196620
67,1489893196731
68,1489893723878
59,1489895139619
65,1489895701563
66,1489897809655
63,1489898101565
67,1489898101598
69,1489899301570
71,1489899301915
73,1489900464645
70,1489900464734
67,1489901070640
68,1489901701577
63,1489902901497
73,1489902901533
66,1489903457745
61,1489904101561
59,1489904507638
66,1489905301556
76,1489906501543
63,1489906501590
63,1489907701493
63,1489907701552
58,1489908901567
60,1489908901647
60,1489910101610
61,1489910817621
51,1489911301544
65,1489912501608
59,1489912501635
62,1489913701518
57,1489913701550
59,1489914901696
52,1489914901757
53,1489917300194
62,1489917300238
65,1489918500175
59,1489918500207
60,1489919700163
60,1489919700202
58,1489920900229
58,1489920900254
58,1489922100174
63,1489922100204
56,1489923043293
63,1489923043420
53,1489925701074
72,1489926048423
86,1489933995261
87,1489935163477
68,1489935925644
85,1489937733169
91,1489942306330
75,1489942964398
85,1489949215399
82,1489950635255
87,1489951965245
84,1489952500312
81,1489955453191
79,1489956055246
79,1489956900215
70,1489958024102
79,1489963815394
67,1489965300263
71,1489970003600
74,1489973638212
72,1489974222273
78,1489974804833
74,1489979188507
75,1489979702276
75,1489980711238
67,1490007938607
70,1490009577272
68,1490011382253
58,1490011979266
99,1490015577374
91,1490017582527
89,1490018100243
79,1490019689489
74,1490021559277
72,1490022900218
68,1490024100196
63,1490024589546
98,1490028044427
84,1490028900171
78,1490030845550
80,1490043060067
94,1490050354022
89,1490052658332
89,1490053298282
88,1490058900999
92,1490059317205
75,1490061050005
74,1490061705815
80,1490063700981
63,1490065257997
66,1490066587543
89,1490067211007
83,1490068500869
81,1490068500903
86,1490069700890
84,1490069700929
97,1490070902004
101,1490070902338
78,1490074500976
80,1490074501012
84,1490075700915
79,1490075700951
80,1490077739879
79,1490077739930
72,1490078100936
76,1490078101111
75,1490079300964
76,1490080500921
78,1490080500948
65,1490082562903
68,1490082900989
65,1490082901034
71,1490084101059
65,1490084101102
64,1490085300868
67,1490085300902
49,1490088900932
59,1490090100957
56,1490090100988
56,1490091300937
59,1490091301017
60,1490092220091
53,1490093700908
53,1490093701008
54,1490095270701
64,1490095270997
64,1490096101898
57,1490096790117
67,1490097289014
62,1490098500969
76,1490099125427
64,1490101440231
68,1490102050026
60,1490105056868
72,1490105700871
69,1490106129333
78,1490109300975
71,1490111700907
68,1490112558152
73,1490112900967
68,1490113281140
62,1490113923454
74,1490115300931
66,1490121192733
69,1490130680236
71,1490131432056
77,1490135614564
84,1490175267989
78,1490175268020
79,1490176500979
78,1490176501001
69,1490177700948
80,1490177700986
72,1490180100892
72,1490180100916
67,1490181300966
73,1490182500918
70,1490184900903
81,1490184900937
72,1490186100893
70,1490186499025
78,1490187101035
87,1490188500893
74,1490189273216
74,1490190093154
79,1490195513996
83,1490204101895
69,1490204520970
75,1490206283112
81,1490206283156
69,1490209284974
69,1490213136002
66,1490213699945
72,1490214849123
75,1490216810186
70,1490217781277
61,1490219322725
67,1490220765206
76,1490221734166
74,1490224973199
73,1490225619167
68,1490227293139
64,1490227926014
62,1490228528974
71,1490229300914
78,1490231700885
72,1490232436962
72,1490233477026
63,1490237700915
70,1490238153012
63,1490238900963
66,1490240100895
66,1490240100930
64,1490241198003
61,1490241198114
61,1490241805987
67,1490242366178
66,1490243169981
64,1490244901024
65,1490246016297
69,1490247943007
70,1490248245270
59,1490249701954
66,1490249701995
68,1490250901876
67,1490250901914
67,1490252101924
59,1490252101964
74,1490253301959
66,1490253302325
67,1490254501890
63,1490254501928
67,1490255701877
65,1490255701904
65,1490256902276
63,1490256902305
70,1490258101954
68,1490258102155
59,1490258550290
60,1490259301911
60,1490259701120
50,1490260501892
57,1490261702220
65,1490261702260
68,1490262902717
69,1490262902744
63,1490264101905
64,1490264101933
62,1490265301892
62,1490265301921
63,1490266460205
62,1490266460245
60,1490267701896
61,1490267701929
60,1490268901892
52,1490268901913
58,1490270101906
54,1490270101932
54,1490270659151
56,1490271301886
51,1490273071860
52,1490273071913
55,1490273701900
59,1490273701931
65,1490274901878
59,1490275336306
54,1490276101883
63,1490277302258
65,1490277302351
62,1490278501884
53,1490278501954
73,1490279701916
72,1490279701941
54,1490280199289
53,1490280901900
62,1490281547259
72,1490282714973
76,1490284884012
64,1490286138065
65,1490288006679
65,1490288539237
58,1490290338302
64,1490292743375
71,1490293350211
69,1490295160010
66,1490295808041
75,1490298210044
79,1490299264245
80,1490300101885
81,1490301895935
69,1490302501898
86,1490305903981
62,1490312450999
68,1490317816400
71,1490318741723
69,1490322156000
77,1490322901938
73,1490324101900
71,1490325204258
70,1490325204297
64,1490326501872
72,1490327469962
74,1490328901381
72,1490329936289
78,1490330523984
91,1490331140982
68,1490332247104
74,1490333132117
70,1490333700898
71,1490334280037
68,1490334876287
64,1490335364238
65,1490336981306
64,1490337300916
68,1490338391137
75,1490373787333
62,1490382467087
68,1490388876055
81,1490390825718
70,1490391170980
74,1490393579504
73,1490401688419
98,1490401959954
72,1490403074132
78,1490404501917
74,1490406665257
73,1490408101898
73,1490409133933
65,1490409133998
77,1490409637991
78,1490412205188
73,1490413493064
71,1490413900049
67,1490415302506
74,1490415302651
72,1490417701851
73,1490417701946
73,1490417713124
75,1490418899908
67,1490420099864
68,1490420099893
68,1490421299912
68,1490421299952
67,1490421845139
65,1490422499918
69,1490423411277
61,1490423700097
65,1490424899950
67,1490424899980
65,1490426100939
65,1490426100977
66,1490427301002
72,1490427301029
67,1490428500898
61,1490428500931
73,1490429700905
71,1490429700947
71,1490430900909
65,1490432100887
68,1490432100918
62,1490433301078
66,1490433301115
68,1490434500901
63,1490434501067
65,1490436901908
66,1490436901929
69,1490438102020
68,1490438445301
66,1490441447223
59,1490442148976
61,1490442757167
96,1490453010986
87,1490457666182
80,1490461970007
78,1490466713992
77,1490468099933
65,1490469213030
75,1490471574090
69,1490475702003
88,1490481682039
88,1490482340192
78,1490482911962
87,1490484670409
80,1490485617325
77,1490485862076
74,1490487727401
81,1490490650453
75,1490494217008
69,1490494500983
71,1490494917022
71,1490499302966
85,1490504489005
66,1490507061218
75,1490507580103
66,1490508823023
68,1490509275280
65,1490510100888
65,1490512874022
72,1490513468349
88,1490542500857
97,1490553687926
89,1490559032944
84,1490560998934
76,1490563281937
75,1490574098979
71,1490576100893
61,1490576520972
85,1490577152984
91,1490578881244
72,1490579793142
72,1490580943050
68,1490580943112
70,1490582099801
73,1490582099874
68,1490583299937
74,1490583331735
75,1490584063450
78,1490584340290
78,1490585699838
71,1490585699863
77,1490586899848
76,1490586899883
86,1490588100870
81,1490588100895
80,1490589300905
74,1490589300942
73,1490590500873
71,1490590500913
72,1490591701756
64,1490591701789
74,1490592900947
69,1490592900992
76,1490594099838
79,1490594099870
71,1490595299828
59,1490595299852
65,1490596500756
65,1490601300643
63,1490601300673
67,1490602500658
58,1490602500683
62,1490603700658
61,1490604900627
63,1490604900659
72,1490606100754
71,1490606100782
67,1490607300769
73,1490607300795
66,1490608111174
70,1490609700685
75,1490610900680
58,1490612100691
64,1490612100729
57,1490613300713
59,1490613300752
58,1490614500679
61,1490614500714
64,1490615700674
64,1490615700713
61,1490616900686
83,1490618344589
82,1490622900708
78,1490624099700
75,1490624724706
65,1490625734700
93,1490644396088
82,1490646267683
78,1490647917721
79,1490649129704
103,1490655179751
80,1490662283246
71,1490664826240
92,1490665926951
79,1490666564161
85,1490672932618
88,1490674500611
89,1490710266063
86,1490713863737
88,1490714686729
78,1490717498941
77,1490719425177
74,1490725554969
81,1490726811120
77,1490728944351
77,1490730469516
79,1490730901802
77,1490733717739
77,1490741692347
84,1490742370819
69,1490746054997
64,1490762100627
70,1490762100658
67,1490762880924
61,1490763300666
64,1490764330701
56,1490764330816
66,1490765701119
67,1490765701243
60,1490766234996
65,1490766900604
59,1490768100643
60,1490768100679
57,1490769300643
58,1490769300669
53,1490770500845
69,1490770500932
100,1490771701193
73,1490774100673
63,1490774100704
56,1490775300650
60,1490775300672
58,1490776501362
59,1490776501393
49,1490777543497
51,1490777549721
50,1490777549807
60,1490778900698
60,1490778900740
64,1490780100613
72,1490780100648
64,1490781016638
54,1490781169710
52,1490782500617
58,1490782500651
59,1490783700659
54,1490783700683
57,1490784900723
61,1490784900752
67,1490785803813
58,1490787300649
55,1490787300678
97,1490794903541
79,1490803976768
74,1490804455707
85,1490808900632
83,1490812427718
69,1490812427908
66,1490813515700
80,1490813515779
68,1490814900651
75,1490816099913
85,1490834524757
94,1490835068705
97,1490835898693
87,1490836297958
89,1490840101690
81,1490843038734
88,1490845330232
78,1490846101624
87,1490847739819
87,1490849551389
72,1490850899638
71,1490850899669
72,1490852101626
69,1490852101654
68,1490853301681
64,1490853301718
62,1490854501662
66,1490854501688
65,1490858101674
58,1490858101703
63,1490859301633
65,1490859301669
63,1490860501605
73,1490860501658
66,1490862901677
63,1490862901722
62,1490864719947
62,1490865212063
70,1490865824920
58,1490867007729
53,1490867701659
69,1490869405940
80,1490869974598
89,1490879580960
90,1490880264087
74,1490888614750
90,1490896233788
99,1490897483855
86,1490898783716
87,1490899487148
81,1490899886719
83,1490904342743
78,1490905894989
73,1490908500673
80,1490908500713
76,1490909701139
80,1490914876874
84,1490916073592
90,1490917938645
75,1490921144038
73,1490922360094
72,1490924101043
70,1490924496031
73,1490925919040
81,1490927700952
88,1490931131598
84,1490931131644
86,1490933297560
84,1490933700950
87,1490934086036
88,1490934901232
91,1490935394172
87,1490936100961
90,1490937300897
92,1490937300927
84,1490938500959
78,1490939700907
72,1490940431203
76,1490940883986
76,1490942100911
73,1490942100950
66,1490943301093
66,1490943301114
71,1490944500891
76,1490944500931
64,1490945279989
82,1490965898030
79,1490967053600
72,1490967876211
77,1490971849223
79,1490973698268
73,1490979863357
68,1490981238510
82,1490986500980
75,1490986954129
88,1490987436554
75,1490988689049
78,1490989991126
78,1490990452432
66,1490997073206
72,1490998969407
74,1491000334094
69,1491000632053
73,1491003942164
65,1491004983311
67,1491006151143
67,1491006901090
73,1491008817125
74,1491008817152
60,1491008830043
78,1491009135268
62,1491017089150
66,1491021300937
69,1491022500929
72,1491022500970
71,1491023700964
72,1491023700997
68,1491024900938
77,1491024900969
79,1491026100935
75,1491026100968
75,1491026754249
69,1491027300906
71,1491028299182
69,1491028299324
64,1491029701229
62,1491029701272
59,1491030900998
66,1491030901170
63,1491033300967
65,1491033301010
60,1491033783652
60,1491033783748
63,1491033784648
65,1491034501098
71,1491064142646
74,1491066732720
75,1491067876057
64,1491069793277
66,1491072183017
62,1491072900106
75,1491074100363
66,1491074100432
73,1491075299977
70,1491075300012
61,1491076500040
66,1491076500234
66,1491077699895
64,1491077699932
69,1491078168050
57,1491078901236
65,1491079254192
63,1491079864299
72,1491081664153
64,1491083194806
69,1491083304083
76,1491084464802
71,1491084813237
73,1491085400668
68,1491085978449
77,1491088501047
78,1491088514518
78,1491088514799
67,1491092101024
59,1491092101062
71,1491093478196
65,1491100071338
58,1491100965881
72,1491102900991
54,1491102901048
71,1491104100945
66,1491104512022
67,1491105078087
83,1491106334783
61,1491106865061
78,1491107482336
60,1491108165191
67,1491108733473
65,1491110879320
62,1491111302075
58,1491113600432
61,1491114902279
64,1491116101883
57,1491116102833
61,1491116241838
65,1491116633293
56,1491117588923
59,1491118501798
56,1491118501947
65,1491119347975
56,1491119701243
59,1491120900260
57,1491120900327
58,1491122099994
58,1491122100028
56,1491122650155
54,1491123300314
56,1491125701985
61,1491125702047
64,1491126816243
57,1491126816664
59,1491126901919
56,1491126901975
54,1491128102364
58,1491128102453
57,1491130501901
57,1491130502027
57,1491130648757
55,1491130648982
54,1491131701156
64,1491132900947
51,1491132900974
61,1491134101118
57,1491134101239
56,1491135832157
60,1491135832623
53,1491136324325
64,1491137701918
60,1491137701979
95,1491149702077
85,1491157237012
67,1491160502178
74,1491160876110
67,1491161701962
84,1491165048837
83,1491171133502
84,1491172018432
83,1491172283013
85,1491173590455
79,1491175267152
87,1491179366463
82,1491180785573
72,1491181921334
86,1491182449963
72,1491184500871
79,1491185702113
80,1491186901909
78,1491186901952
77,1491188101894
77,1491188101925
66,1491189301882
71,1491189301912
69,1491190204282
77,1491191331286
70,1491191450027
61,1491192303517
64,1491192706030
67,1491193564366
65,1491194101903
63,1491195301839
65,1491195301869
63,1491196500853
66,1491196500884
62,1491197414104
54,1491197700857
55,1491199202111
65,1491199202232
51,1491200101869
61,1491200101899
59,1491201301926
59,1491201301998
59,1491202501932
59,1491202502230
60,1491203702025
58,1491203702061
62,1491204901850
59,1491204901876
60,1491206101866
63,1491206101903
57,1491207301891
60,1491207301919
49,1491208501875
51,1491208501915
51,1491209702172
57,1491209702248
54,1491210901895
67,1491210901933
57,1491212101889
53,1491212855041
51,1491213301901
54,1491214501862
54,1491214501893
54,1491215701892
53,1491215701935
57,1491216901874
55,1491216901912
56,1491218100848
60,1491218100892
60,1491219301419
61,1491219301586
62,1491220500865
62,1491220500906
64,1491221701857
63,1491221701883
68,1491222901913
56,1491223377025
65,1491223875584
63,1491224437287
75,1491226256282
75,1491233701055
61,1491234856061
64,1491235692438
60,1491236059075
66,1491237301923
59,1491239594341
59,1491243092088
62,1491244501873
64,1491245701970
66,1491247884465
80,1491255300912
73,1491258454085
75,1491259948050
74,1491261212213
70,1491261212335
77,1491261770100
72,1491264341253
71,1491264901960
76,1491265897301
76,1491272444119
73,1491273051297
79,1491273804275
79,1491274502004
70,1491276901946
64,1491276902022
60,1491279302159
73,1491280501925
64,1491280924773
51,1491302101918
54,1491303223342
49,1491303882107
95,1491308513387
78,1491309285060
75,1491309708189
81,1491310499946
84,1491310937910
78,1491313702236
73,1491321114413
73,1491321743150
65,1491323617537
82,1491324742902
63,1491325850524
69,1491330752773
68,1491339756103
69,1491340501097
68,1491341391335
60,1491341528164
72,1491350543401
74,1491351106324
71,1491353417849
82,1491357322259
73,1491360768595
92,1491364502853
72,1491365698193
75,1491366056825
78,1491366692370
74,1491367340430
85,1491368572429
71,1491398581205
90,1491402138501
87,1491404100232
64,1491406894339
61,1491408899178
76,1491413258197
78,1491413701141
77,1491414210359
83,1491417262655
76,1491418236420
66,1491423695653
71,1491428101362
81,1491429136762
69,1491429699210
64,1491432174028
69,1491434591224
71,1491435274037
74,1491435702237
57,1491440469312
63,1491441215210
59,1491441904266
68,1491446100395
75,1491446100477
66,1491449452259
72,1491449452396
69,1491450854902
68,1491452100167
75,1491453300245
76,1491453300295
73,1491454500219
71,1491454500241
65,1491455681246
76,1491455681293
69,1491456900228
71,1491456900260
68,1491458100199
73,1491458886282
70,1491459300169
69,1491461450071
63,1491461450361
66,1491461451566
63,1491462900163
60,1491462900188
53,1491464100162
57,1491464100197
58,1491466500057
53,1491466500193
58,1491467700928
61,1491467700955
55,1491467909046
60,1491467909213
59,1491468250239
53,1491468900146
57,1491470100285
56,1491471300188
57,1491471300213
55,1491472500209
73,1491473700168
58,1491473700204
53,1491474900317
48,1491474900348
54,1491476100208
61,1491476100243
63,1491477300339
61,1491477300371
62,1491478061294
54,1491479030778
56,1491479436785
67,1491480062919
63,1491484500601
71,1491487457883
57,1491489986321
80,1491493568349
82,1491494510239
83,1491495832302
75,1491496502204
74,1491497700246
73,1491498232287
73,1491501301237
72,1491501929588
62,1491502501212
62,1491506101152
91,1491509494151
81,1491510181242
72,1491512087259
78,1491512670264
80,1491513630218
75,1491514501242
79,1491514856307
86,1491515581962
79,1491516260292
71,1491517558205
84,1491518101212
75,1491518789285
75,1491519137543
71,1491520501236
78,1491520833373
74,1491521701204
76,1491522652795
67,1491522652859
71,1491524101546
70,1491524101694
67,1491524496495
66,1491525301157
65,1491526501207
60,1491526960522
59,1491529274233
60,1491530494279
71,1491533206573
65,1491533599280
73,1491534197255
65,1491534901160
56,1491536101217
65,1491536101250
55,1491537301375
61,1491537301439
51,1491537807294
59,1491538501207
63,1491540851254
57,1491540901332
63,1491565928266
54,1491567090416
72,1491576164544
74,1491577382941
70,1491577967856
67,1491579300202
64,1491581225599
73,1491581469604
61,1491587624806
66,1491597271214
65,1491601236392
77,1491609919265
80,1491610288493
73,1491612217582
74,1491613565288
78,1491613897410
74,1491615300193
66,1491617244510
64,1491619238528
55,1491624688262
52,1491628895255
53,1491632590597
62,1491648902513
54,1491650031230
64,1491651082546
63,1491651772243
66,1491658423567
68,1491659170263
73,1491660901216
74,1491663152804
75,1491666900235
58,1491669289371
68,1491671700225
68,1491672062251
66,1491672900175
61,1491673307418
57,1491673943407
66,1491676290521
66,1491677042263
61,1491678900244
65,1491679516461
63,1491680646688
67,1491682500208
70,1491684838100
62,1491688500187
63,1491688500228
63,1491689168287
57,1491690201525
57,1491692543866
57,1491696306445
62,1491696750286
64,1491699850273
65,1491700481314
62,1491701700220
64,1491702087250
60,1491704478347
53,1491706852248
54,1491708110002
52,1491711300269
50,1491712307354
54,1491714750442
55,1491716101264
59,1491716101298
58,1491717261285
53,1491717261336
64,1491719532432
59,1491720900240
61,1491722999370
58,1491724143272
58,1491725700496
51,1491727813370
51,1491729460024
52,1491729460118
52,1491730500214
50,1491730500248
47,1491731700150
42,1491731700174
49,1491732900212
53,1491732901463
56,1491733417749
